business_id,category,weighted_rating
aYMpjij5ShtEoZueMrQPRw,Food,3.8852672750977835
aYMpjij5ShtEoZueMrQPRw,Venues & Event Spaces,3.8852672750977835
aYMpjij5ShtEoZueMrQPRw,Event Planning & Services,3.8852672750977835
aYMpjij5ShtEoZueMrQPRw,Wineries,3.8852672750977835
aYMpjij5ShtEoZueMrQPRw,Wine Tasting Room,3.8852672750977835
aYMpjij5ShtEoZueMrQPRw,Arts & Entertainment,3.8852672750977835
aYMpjij5ShtEoZueMrQPRw,Shopping Centers,3.8852672750977835
GgcvRnt5_z3NEC0D6vNncQ,Argentine,3.5496819564616175
N-CBZKO37y_WSUN7ZMNGkg,Mexican,3.9773553832429833
nTZuJSfwCoNOyA1yS3rbOQ,American (New),4.104647595674514
lTVHJAvtFQbQb6cPstEXyA,American (New),2.2574508327671374
lTVHJAvtFQbQb6cPstEXyA,American (Traditional),2.2574508327671374
lTVHJAvtFQbQb6cPstEXyA,Chinese,2.2574508327671374
Ey0t4U6yqtxCeMaGPf7GcA,German,4.444454620879891
qdpdUjdkEUpzYDdce2yZng,Sandwiches,3.9913081269013473
qdpdUjdkEUpzYDdce2yZng,Salad,3.9913081269013473
qdpdUjdkEUpzYDdce2yZng,Hot Dogs,3.9913081269013473
qdpdUjdkEUpzYDdce2yZng,Delis,3.9913081269013473
bjhCtlYHrkgA5Ku8l-rB3g,Cafes,3.5282673200557477
bjhCtlYHrkgA5Ku8l-rB3g,Breakfast & Brunch,3.5282673200557477
bjhCtlYHrkgA5Ku8l-rB3g,Bakeries,3.5282673200557477
bjhCtlYHrkgA5Ku8l-rB3g,Food,3.5282673200557477
j-lxie7nEh3UeUTpiqekkQ,Italian,3.459944951470375
jW4a3W9-UkFxpglHvo_Kqg,Soup,3.991604922568131
jW4a3W9-UkFxpglHvo_Kqg,Salad,3.991604922568131
jW4a3W9-UkFxpglHvo_Kqg,Thai,3.991604922568131
q6661I3CGW0UB740E5Zjfw,Home & Garden,2.1251986926470323
q6661I3CGW0UB740E5Zjfw,Home Decor,2.1251986926470323
q6661I3CGW0UB740E5Zjfw,Shopping,2.1251986926470323
q6661I3CGW0UB740E5Zjfw,Indian,2.1251986926470323
a1E2BPYnufFzb6YX2pplJg,Seafood,3.5455417934231495
a1E2BPYnufFzb6YX2pplJg,Mexican,3.5455417934231495
YB689VFiOlzUTBRPiauDFA,American (Traditional),3.3066299676469164
YB689VFiOlzUTBRPiauDFA,Mexican,3.3066299676469164
YB689VFiOlzUTBRPiauDFA,American (New),3.3066299676469164
sxuv5uZU15UHGT_HB1xYxQ,Bars,3.5158406237993565
sxuv5uZU15UHGT_HB1xYxQ,Burgers,3.5158406237993565
sxuv5uZU15UHGT_HB1xYxQ,Nightlife,3.5158406237993565
sxuv5uZU15UHGT_HB1xYxQ,Sports Bars,3.5158406237993565
sxuv5uZU15UHGT_HB1xYxQ,American (New),3.5158406237993565
Qi-A4ZgcEuSnq_8Fpfo_3Q,Mexican,4.126611618137042
Qi-A4ZgcEuSnq_8Fpfo_3Q,Arts & Entertainment,4.126611618137042
Qi-A4ZgcEuSnq_8Fpfo_3Q,Festivals,4.126611618137042
Qi-A4ZgcEuSnq_8Fpfo_3Q,Religious Organizations,4.126611618137042
Qi-A4ZgcEuSnq_8Fpfo_3Q,Churches,4.126611618137042
HQ-C47_Xi5it1KzwEc0u0A,Pizza,3.0781038596836487
HQ-C47_Xi5it1KzwEc0u0A,Bars,3.0781038596836487
HQ-C47_Xi5it1KzwEc0u0A,Sports Bars,3.0781038596836487
HQ-C47_Xi5it1KzwEc0u0A,Nightlife,3.0781038596836487
q75UQjNm6AEK4XNnkDLxTQ,Breweries,3.9899942391073653
q75UQjNm6AEK4XNnkDLxTQ,Bars,3.9899942391073653
q75UQjNm6AEK4XNnkDLxTQ,Burgers,3.9899942391073653
q75UQjNm6AEK4XNnkDLxTQ,Mexican,3.9899942391073653
q75UQjNm6AEK4XNnkDLxTQ,Tacos,3.9899942391073653
q75UQjNm6AEK4XNnkDLxTQ,Cocktail Bars,3.9899942391073653
q75UQjNm6AEK4XNnkDLxTQ,Club Crawl,3.9899942391073653
q75UQjNm6AEK4XNnkDLxTQ,Breakfast & Brunch,3.9899942391073653
q75UQjNm6AEK4XNnkDLxTQ,Beer Bar,3.9899942391073653
q75UQjNm6AEK4XNnkDLxTQ,Nightlife,3.9899942391073653
q75UQjNm6AEK4XNnkDLxTQ,Food,3.9899942391073653
Dp9Jxlocw7cnos9fE7HKIQ,Sandwiches,3.672579427708776
Dp9Jxlocw7cnos9fE7HKIQ,Breakfast & Brunch,3.672579427708776
iHdrLu8deF5GceB0V1rPhA,American (Traditional),4.479191978719711
iHdrLu8deF5GceB0V1rPhA,Vegan,4.479191978719711
SaUbh0sMSev8gKNJYtC76g,American (New),3.2508790644383865
Nv6ruFQa6AG6g8f-_IxFCw,New Mexican Cuisine,3.938536040230955
Nv6ruFQa6AG6g8f-_IxFCw,Mexican,3.938536040230955
PPcz-0UtIJ8O7xDT551y2g,Tapas Bars,4.455490126665343
PPcz-0UtIJ8O7xDT551y2g,Nightlife,4.455490126665343
PPcz-0UtIJ8O7xDT551y2g,Salad,4.455490126665343
PPcz-0UtIJ8O7xDT551y2g,Cocktail Bars,4.455490126665343
PPcz-0UtIJ8O7xDT551y2g,Bars,4.455490126665343
PPcz-0UtIJ8O7xDT551y2g,Wine Bars,4.455490126665343
PPcz-0UtIJ8O7xDT551y2g,Cafes,4.455490126665343
PPcz-0UtIJ8O7xDT551y2g,Pizza,4.455490126665343
PPcz-0UtIJ8O7xDT551y2g,American (New),4.455490126665343
2bl6G1zgXUHbMGwEocqMSg,Food Stands,4.929391621243776
2bl6G1zgXUHbMGwEocqMSg,Food,4.929391621243776
2bl6G1zgXUHbMGwEocqMSg,Hot Dogs,4.929391621243776
2bl6G1zgXUHbMGwEocqMSg,Street Vendors,4.929391621243776
9JR9Ht6IX1r2jPPG689JyA,Sandwiches,2.974250325945241
9JR9Ht6IX1r2jPPG689JyA,Fast Food,2.974250325945241
zbrIMldF_O1ZQ0vpUaaa8A,Seafood,3.9977879294684664
zbrIMldF_O1ZQ0vpUaaa8A,Venues & Event Spaces,3.9977879294684664
zbrIMldF_O1ZQ0vpUaaa8A,Cocktail Bars,3.9977879294684664
zbrIMldF_O1ZQ0vpUaaa8A,Nightlife,3.9977879294684664
zbrIMldF_O1ZQ0vpUaaa8A,Breakfast & Brunch,3.9977879294684664
zbrIMldF_O1ZQ0vpUaaa8A,American (Traditional),3.9977879294684664
zbrIMldF_O1ZQ0vpUaaa8A,Event Planning & Services,3.9977879294684664
zbrIMldF_O1ZQ0vpUaaa8A,Bars,3.9977879294684664
zbrIMldF_O1ZQ0vpUaaa8A,American (New),3.9977879294684664
29YqJwOGEuAWqlHZxMc1OA,American (Traditional),3.5109300304215556
29YqJwOGEuAWqlHZxMc1OA,American (New),3.5109300304215556
29YqJwOGEuAWqlHZxMc1OA,Nightlife,3.5109300304215556
29YqJwOGEuAWqlHZxMc1OA,Seafood,3.5109300304215556
29YqJwOGEuAWqlHZxMc1OA,Cafes,3.5109300304215556
fLk_N8vU25DNZmbU-70gkw,Fast Food,3.5489404347233844
fLk_N8vU25DNZmbU-70gkw,Mexican,3.5489404347233844
-Fka99c-tJ-epWYNIobqyQ,Food Delivery Services,3.518318486740038
-Fka99c-tJ-epWYNIobqyQ,Food,3.518318486740038
-Fka99c-tJ-epWYNIobqyQ,Pizza,3.518318486740038
-Fka99c-tJ-epWYNIobqyQ,Italian,3.518318486740038
ycbmvmBYk4w_ZmdrPL0tBQ,Breweries,3.995373680447491
ycbmvmBYk4w_ZmdrPL0tBQ,Nightlife,3.995373680447491
ycbmvmBYk4w_ZmdrPL0tBQ,Food,3.995373680447491
ycbmvmBYk4w_ZmdrPL0tBQ,Cocktail Bars,3.995373680447491
ycbmvmBYk4w_ZmdrPL0tBQ,Bars,3.995373680447491
ycbmvmBYk4w_ZmdrPL0tBQ,Brewpubs,3.995373680447491
ycbmvmBYk4w_ZmdrPL0tBQ,Gastropubs,3.995373680447491
XwnkfMUiyH-OsJXbmbOK5g,Asian Fusion,3.519872782584647
XwnkfMUiyH-OsJXbmbOK5g,Seafood,3.519872782584647
XwnkfMUiyH-OsJXbmbOK5g,Sushi Bars,3.519872782584647
XwnkfMUiyH-OsJXbmbOK5g,Japanese,3.519872782584647
0qu0fNTOsSmuREYVIMPuIQ,American (Traditional),4.4934620711346955
0qu0fNTOsSmuREYVIMPuIQ,Bars,4.4934620711346955
0qu0fNTOsSmuREYVIMPuIQ,Nightlife,4.4934620711346955
uO39--k_hrCFgZh-Bl8m8A,Mexican,4.4839594489891805
uO39--k_hrCFgZh-Bl8m8A,Tacos,4.4839594489891805
lq7dE9c10OvRfd_edJoyMg,Italian,3.980663023892885
fnGZspqyamRremXor0sAyg,American (Traditional),3.933808043325644
fnGZspqyamRremXor0sAyg,Nightlife,3.933808043325644
fnGZspqyamRremXor0sAyg,Bars,3.933808043325644
fnGZspqyamRremXor0sAyg,Cocktail Bars,3.933808043325644
3-dQbvti2EpSfs9jKcyIjQ,Bars,3.2019270518650425
3-dQbvti2EpSfs9jKcyIjQ,Nightlife,3.2019270518650425
3-dQbvti2EpSfs9jKcyIjQ,Barbeque,3.2019270518650425
cVW9b_1bqsvTU1jhGNWUsw,Japanese,3.4357373224456182
cVW9b_1bqsvTU1jhGNWUsw,Asian Fusion,3.4357373224456182
cVW9b_1bqsvTU1jhGNWUsw,Fast Food,3.4357373224456182
wFES5bGDiPANW13hNHnXOQ,Sushi Bars,3.995518252933507
wFES5bGDiPANW13hNHnXOQ,Japanese,3.995518252933507
MbzgGsMQpGyVrUJXi_Jw0Q,Coffee & Tea,3.9978935240226035
MbzgGsMQpGyVrUJXi_Jw0Q,Breakfast & Brunch,3.9978935240226035
MbzgGsMQpGyVrUJXi_Jw0Q,American (New),3.9978935240226035
MbzgGsMQpGyVrUJXi_Jw0Q,Food,3.9978935240226035
O6RCCmz8-x4NhWJpI8KQug,Nightlife,3.9854153315802265
O6RCCmz8-x4NhWJpI8KQug,Coffee & Tea,3.9854153315802265
O6RCCmz8-x4NhWJpI8KQug,Art Galleries,3.9854153315802265
O6RCCmz8-x4NhWJpI8KQug,Bagels,3.9854153315802265
O6RCCmz8-x4NhWJpI8KQug,Bakeries,3.9854153315802265
O6RCCmz8-x4NhWJpI8KQug,Coffee Roasteries,3.9854153315802265
O6RCCmz8-x4NhWJpI8KQug,Shopping,3.9854153315802265
O6RCCmz8-x4NhWJpI8KQug,Coffeeshops,3.9854153315802265
O6RCCmz8-x4NhWJpI8KQug,Food,3.9854153315802265
O6RCCmz8-x4NhWJpI8KQug,Cafes,3.9854153315802265
O6RCCmz8-x4NhWJpI8KQug,Arts & Entertainment,3.9854153315802265
ygZyTUWS4dbVL8d6vAiN4A,Mexican,3.977936014441881
34Eqv8jXgxg_EEwcsNgeeg,Health Markets,3.9974275173788745
34Eqv8jXgxg_EEwcsNgeeg,Coffee & Tea,3.9974275173788745
34Eqv8jXgxg_EEwcsNgeeg,Ice Cream & Frozen Yogurt,3.9974275173788745
34Eqv8jXgxg_EEwcsNgeeg,Juice Bars & Smoothies,3.9974275173788745
34Eqv8jXgxg_EEwcsNgeeg,Breakfast & Brunch,3.9974275173788745
34Eqv8jXgxg_EEwcsNgeeg,Food,3.9974275173788745
34Eqv8jXgxg_EEwcsNgeeg,American (New),3.9974275173788745
34Eqv8jXgxg_EEwcsNgeeg,Specialty Food,3.9974275173788745
kZtl_NJjUnlIQgzFrBhXyQ,Japanese,3.5138354815462733
kZtl_NJjUnlIQgzFrBhXyQ,Sushi Bars,3.5138354815462733
zE8kXF0_2Twh4AhcewlFGw,Sushi Bars,3.933808043325644
zE8kXF0_2Twh4AhcewlFGw,Japanese,3.933808043325644
-3AooxIkg38UyUdlz5oXdw,Event Planning & Services,3.018562800731988
-3AooxIkg38UyUdlz5oXdw,Nightlife,3.018562800731988
-3AooxIkg38UyUdlz5oXdw,Caterers,3.018562800731988
-3AooxIkg38UyUdlz5oXdw,Italian,3.018562800731988
-3AooxIkg38UyUdlz5oXdw,Bars,3.018562800731988
T2otvNcawDSkhykOG2tOLA,American (Traditional),2.6079594237924124
T2otvNcawDSkhykOG2tOLA,Breakfast & Brunch,2.6079594237924124
T2otvNcawDSkhykOG2tOLA,American (New),2.6079594237924124
T2otvNcawDSkhykOG2tOLA,Burgers,2.6079594237924124
k3lTRgvPvYUI-cX7_TAqNA,Event Planning & Services,4.863709408447288
k3lTRgvPvYUI-cX7_TAqNA,Party & Event Planning,4.863709408447288
k3lTRgvPvYUI-cX7_TAqNA,Food,4.863709408447288
k3lTRgvPvYUI-cX7_TAqNA,Venues & Event Spaces,4.863709408447288
k3lTRgvPvYUI-cX7_TAqNA,Arts & Entertainment,4.863709408447288
k3lTRgvPvYUI-cX7_TAqNA,Social Clubs,4.863709408447288
k3lTRgvPvYUI-cX7_TAqNA,Specialty Food,4.863709408447288
1wvYBjX6radqmb_k0Fv_Ug,Hotels & Travel,3.898765242733338
1wvYBjX6radqmb_k0Fv_Ug,Event Planning & Services,3.898765242733338
1wvYBjX6radqmb_k0Fv_Ug,Cafes,3.898765242733338
1wvYBjX6radqmb_k0Fv_Ug,Hotels,3.898765242733338
IUgQmteI-mbt_qjL2ZENKA,Burgers,3.584077157088891
IUgQmteI-mbt_qjL2ZENKA,American (New),3.584077157088891
vsrryxBR2Jykl71qa1H6SQ,Tapas/Small Plates,3.9861210413424737
vsrryxBR2Jykl71qa1H6SQ,Nightlife,3.9861210413424737
vsrryxBR2Jykl71qa1H6SQ,Pubs,3.9861210413424737
vsrryxBR2Jykl71qa1H6SQ,American (New),3.9861210413424737
vsrryxBR2Jykl71qa1H6SQ,Wine Bars,3.9861210413424737
vsrryxBR2Jykl71qa1H6SQ,Italian,3.9861210413424737
vsrryxBR2Jykl71qa1H6SQ,Coffee & Tea,3.9861210413424737
vsrryxBR2Jykl71qa1H6SQ,Bars,3.9861210413424737
vsrryxBR2Jykl71qa1H6SQ,Food,3.9861210413424737
7IdIGemGZodDAA_9mJCigA,Breakfast & Brunch,3.9935056948168555
7IdIGemGZodDAA_9mJCigA,Burgers,3.9935056948168555
7IdIGemGZodDAA_9mJCigA,American (Traditional),3.9935056948168555
7IdIGemGZodDAA_9mJCigA,American (New),3.9935056948168555
syuKX2pH3JJhOOppzNI6SA,Nightlife,4.465355717146736
syuKX2pH3JJhOOppzNI6SA,Japanese,4.465355717146736
syuKX2pH3JJhOOppzNI6SA,Bars,4.465355717146736
pwblP3G6LkVT03I4z9kb0A,Hot Dogs,3.107519599045023
BdyPaxmB3O9Ngp9W09GrjA,Nightlife,3.9043893959148193
BdyPaxmB3O9Ngp9W09GrjA,Mexican,3.9043893959148193
BdyPaxmB3O9Ngp9W09GrjA,Dance Clubs,3.9043893959148193
ZCURd9PiH4qdEjQfrIZzFg,American (New),3.55288724397527
ZCURd9PiH4qdEjQfrIZzFg,Beer,3.55288724397527
ZCURd9PiH4qdEjQfrIZzFg,Wine & Spirits,3.55288724397527
ZCURd9PiH4qdEjQfrIZzFg,Food,3.55288724397527
ZCURd9PiH4qdEjQfrIZzFg,French,3.55288724397527
W5-2F8kftKARrEPLhQaZ8A,American (New),3.6425656141942064
W5-2F8kftKARrEPLhQaZ8A,Breakfast & Brunch,3.6425656141942064
I0jFTYVDs-WHwKR2XHQlRA,Thai,3.995179297273016
I0jFTYVDs-WHwKR2XHQlRA,American (New),3.995179297273016
I0jFTYVDs-WHwKR2XHQlRA,Pop-Up Restaurants,3.995179297273016
I0jFTYVDs-WHwKR2XHQlRA,Asian Fusion,3.995179297273016
rxH22mT81ht_n3cGTbWi4A,Wedding Planning,4.490391701150728
rxH22mT81ht_n3cGTbWi4A,Barbeque,4.490391701150728
rxH22mT81ht_n3cGTbWi4A,Event Planning & Services,4.490391701150728
rxH22mT81ht_n3cGTbWi4A,Caterers,4.490391701150728
rxH22mT81ht_n3cGTbWi4A,Personal Chefs,4.490391701150728
n6reYUBVF9buglcojgB0FQ,Delis,3.142438070404172
n6reYUBVF9buglcojgB0FQ,Food,3.142438070404172
n6reYUBVF9buglcojgB0FQ,Grocery,3.142438070404172
gebiRewfieSdtt17PTW6Zg,Steakhouses,3.5065843556756358
gebiRewfieSdtt17PTW6Zg,Sushi Bars,3.5065843556756358
gebiRewfieSdtt17PTW6Zg,Japanese,3.5065843556756358
zu4p6IZLSVn2Noto-vcwzw,Breakfast & Brunch,3.518318486740038
zu4p6IZLSVn2Noto-vcwzw,American (Traditional),3.518318486740038
6VVbLYay8czrjKJ4xRoTxQ,Breakfast & Brunch,4.443991742720557
8-ZExybRuyyXZf6aESgc3g,American (Traditional),3.9872519194553098
8-ZExybRuyyXZf6aESgc3g,Shopping Centers,3.9872519194553098
8-ZExybRuyyXZf6aESgc3g,Shopping,3.9872519194553098
8-ZExybRuyyXZf6aESgc3g,Local Flavor,3.9872519194553098
4KAuy-zNBxD9QvnkldwEww,Bars,3.96870925684485
4KAuy-zNBxD9QvnkldwEww,American (New),3.96870925684485
4KAuy-zNBxD9QvnkldwEww,Nightlife,3.96870925684485
4KAuy-zNBxD9QvnkldwEww,Wine Bars,3.96870925684485
jZncFsMQdrq268OHq_Q6uw,Mexican,3.9854153315802265
R93mEcQ1pjq7q3LzShi3ow,Bars,4.8652759669708825
R93mEcQ1pjq7q3LzShi3ow,Nightlife,4.8652759669708825
R93mEcQ1pjq7q3LzShi3ow,Sandwiches,4.8652759669708825
R93mEcQ1pjq7q3LzShi3ow,American (New),4.8652759669708825
R93mEcQ1pjq7q3LzShi3ow,Tapas Bars,4.8652759669708825
R93mEcQ1pjq7q3LzShi3ow,Wine Bars,4.8652759669708825
NIQWO-Q_F598XlAvZnFVCA,American (Traditional),3.9982276098109857
NIQWO-Q_F598XlAvZnFVCA,Lounges,3.9982276098109857
NIQWO-Q_F598XlAvZnFVCA,Nightlife,3.9982276098109857
NIQWO-Q_F598XlAvZnFVCA,Bars,3.9982276098109857
NIQWO-Q_F598XlAvZnFVCA,Burgers,3.9982276098109857
NIQWO-Q_F598XlAvZnFVCA,American (New),3.9982276098109857
BEzvmorW8ILha6tcSxBBwA,Salad,4.414924166157807
BEzvmorW8ILha6tcSxBBwA,Sandwiches,4.414924166157807
BEzvmorW8ILha6tcSxBBwA,Pizza,4.414924166157807
eukRpR47MDH4XXfU_Dul9Q,Chinese,3.5224589666196358
6afesz8yZhjOgijkWl4jig,Food,3.5376897600743304
6afesz8yZhjOgijkWl4jig,Coffee & Tea,3.5376897600743304
TUtf4FLtotdQDleYpRIfnw,American (Traditional),3.040783296189492
TUtf4FLtotdQDleYpRIfnw,American (New),3.040783296189492
TUtf4FLtotdQDleYpRIfnw,Salad,3.040783296189492
TUtf4FLtotdQDleYpRIfnw,Pizza,3.040783296189492
TUtf4FLtotdQDleYpRIfnw,Gluten-Free,3.040783296189492
h7felG8kSEuYpkYBhMwCmA,Sushi Bars,3.586289713854388
DEegOHB-VnPXsptrCf3qMA,Food,3.8852672750977835
DEegOHB-VnPXsptrCf3qMA,Mexican,3.8852672750977835
DEegOHB-VnPXsptrCf3qMA,Grocery,3.8852672750977835
-fxH1XplVLVtWg2ZJWwRdA,Sandwiches,4.430711434293472
-fxH1XplVLVtWg2ZJWwRdA,American (New),4.430711434293472
oq4-qHT6EJeR81GBDq1OVg,Food,3.9698071776573114
oq4-qHT6EJeR81GBDq1OVg,Sandwiches,3.9698071776573114
oq4-qHT6EJeR81GBDq1OVg,Delis,3.9698071776573114
oq4-qHT6EJeR81GBDq1OVg,Grocery,3.9698071776573114
6HKIfenWg3zt2CYx4D5r_Q,Mexican,3.704938070404172
Js3m_GdqNUGnEgXJ8WMtfQ,Bubble Tea,3.031479122153866
Js3m_GdqNUGnEgXJ8WMtfQ,Food,3.031479122153866
Js3m_GdqNUGnEgXJ8WMtfQ,Asian Fusion,3.031479122153866
Js3m_GdqNUGnEgXJ8WMtfQ,Vegan,3.031479122153866
Js3m_GdqNUGnEgXJ8WMtfQ,Acai Bowls,3.031479122153866
jshnKTsnoXLSez5XD1qo7Q,Coffee & Tea,2.701197107976769
jshnKTsnoXLSez5XD1qo7Q,Fast Food,2.701197107976769
jshnKTsnoXLSez5XD1qo7Q,Food,2.701197107976769
jshnKTsnoXLSez5XD1qo7Q,Burgers,2.701197107976769
GBD-YjcOD1nG0wv4L0Lvfg,American (Traditional),4.655264974307846
GBD-YjcOD1nG0wv4L0Lvfg,Wine Bars,4.655264974307846
GBD-YjcOD1nG0wv4L0Lvfg,Pizza,4.655264974307846
GBD-YjcOD1nG0wv4L0Lvfg,Cocktail Bars,4.655264974307846
GBD-YjcOD1nG0wv4L0Lvfg,Bars,4.655264974307846
GBD-YjcOD1nG0wv4L0Lvfg,Vegan,4.655264974307846
GBD-YjcOD1nG0wv4L0Lvfg,Nightlife,4.655264974307846
jR3sTUWCPuOCWpdm8Pn-wQ,Japanese,4.475996461165953
jR3sTUWCPuOCWpdm8Pn-wQ,Sushi Bars,4.475996461165953
tS47dXDlx9t-6B_F56cKUA,Mexican,2.1708318609950163
tS47dXDlx9t-6B_F56cKUA,Fast Food,2.1708318609950163
0jpFptAehZhLl3nkhHDanA,Event Planning & Services,3.9949531059427175
0jpFptAehZhLl3nkhHDanA,Hotels,3.9949531059427175
0jpFptAehZhLl3nkhHDanA,Hotels & Travel,3.9949531059427175
3lty2YUwjp61iUqNgKVEMw,Breakfast & Brunch,3.5177243736565775
3lty2YUwjp61iUqNgKVEMw,American (New),3.5177243736565775
3lty2YUwjp61iUqNgKVEMw,Cafes,3.5177243736565775
-TArOdux8Z4oH-jIM1FJuQ,Breakfast & Brunch,3.5449179332392706
-TArOdux8Z4oH-jIM1FJuQ,American (New),3.5449179332392706
c1xuic_qvUfSIr-if6nSUQ,French,3.988131097423909
c1xuic_qvUfSIr-if6nSUQ,Food,3.988131097423909
XHxAIQR-QAz6j1RMaz_J1A,Pizza,3.5232553838756506
XHxAIQR-QAz6j1RMaz_J1A,Sandwiches,3.5232553838756506
XHxAIQR-QAz6j1RMaz_J1A,Salad,3.5232553838756506
nMn4CTJQPXqpgLltYQrxMA,Coffee Roasteries,4.473116036505867
nMn4CTJQPXqpgLltYQrxMA,Acai Bowls,4.473116036505867
nMn4CTJQPXqpgLltYQrxMA,Food,4.473116036505867
nMn4CTJQPXqpgLltYQrxMA,Coffee & Tea,4.473116036505867
nMn4CTJQPXqpgLltYQrxMA,Sandwiches,4.473116036505867
nMn4CTJQPXqpgLltYQrxMA,Bagels,4.473116036505867
nMn4CTJQPXqpgLltYQrxMA,Cafes,4.473116036505867
Ksz_jsyyK3Zjlq_Cz81ZBA,Vegetarian,3.993060520671237
Ksz_jsyyK3Zjlq_Cz81ZBA,Vegan,3.993060520671237
ejqpFQ0dwO7AZhxTO9fySg,Farmers Market,4.455193394176446
ejqpFQ0dwO7AZhxTO9fySg,American (Traditional),4.455193394176446
ejqpFQ0dwO7AZhxTO9fySg,American (New),4.455193394176446
ejqpFQ0dwO7AZhxTO9fySg,Food,4.455193394176446
ghLjxj4HoSHdflBEz2lIqA,Bakeries,3.5273250760538897
ghLjxj4HoSHdflBEz2lIqA,Delis,3.5273250760538897
ghLjxj4HoSHdflBEz2lIqA,Grocery,3.5273250760538897
ghLjxj4HoSHdflBEz2lIqA,Specialty Food,3.5273250760538897
ghLjxj4HoSHdflBEz2lIqA,Health Markets,3.5273250760538897
ghLjxj4HoSHdflBEz2lIqA,Beer,3.5273250760538897
ghLjxj4HoSHdflBEz2lIqA,Wine & Spirits,3.5273250760538897
ghLjxj4HoSHdflBEz2lIqA,Food,3.5273250760538897
ghLjxj4HoSHdflBEz2lIqA,American (New),3.5273250760538897
5lGOPqwxBNR9hfA9mFr2vA,Nightlife,4.455193394176446
5lGOPqwxBNR9hfA9mFr2vA,Soul Food,4.455193394176446
5lGOPqwxBNR9hfA9mFr2vA,Comfort Food,4.455193394176446
5lGOPqwxBNR9hfA9mFr2vA,Local Flavor,4.455193394176446
idi-W3_au-lXyJQmHTmhAg,Mexican,3.718600608431117
MG0IlmvAILSzRE4E1gk5hA,Mexican,4.411565909558773
C-aATB7SbuwMBPN5dgjghQ,Salad,3.0604307235508523
C-aATB7SbuwMBPN5dgjghQ,Sandwiches,3.0604307235508523
